-0.1339384930973D-16 0.0000000000000D+00
-0.1250682062496D-16 0.0000000000000D+00
-0.1168762379786D-16 0.0000000000000D+00
-0.1093058442844D-16 0.0000000000000D+00
-0.1023029262901D-16 0.0000000000000D+00
-0.9581855381157D-17 0.0000000000000D+00
-0.8981061787692D-17 0.0000000000000D+00
-0.8423813449072D-17 0.0000000000000D+00
-0.7906588416005D-17 0.0000000000000D+00
-0.7426163219212D-17 0.0000000000000D+00
-0.6979475042836D-17 0.0000000000000D+00
-0.6563927914067D-17 0.0000000000000D+00
-0.6177020155964D-17 0.0000000000000D+00
-0.5816494321762D-17 0.0000000000000D+00
-0.5480366673805D-17 0.0000000000000D+00
-0.5166704588950D-17 0.0000000000000D+00
-0.4873837227399D-17 0.0000000000000D+00
-0.4600207925730D-17 0.0000000000000D+00
-0.4344344892776D-17 0.0000000000000D+00
-0.4104984476720D-17 0.0000000000000D+00
-0.3880899892350D-17 0.0000000000000D+00
-0.3670977266795D-17 0.0000000000000D+00
-0.3474210267484D-17 0.0000000000000D+00
-0.3289625781144D-17 0.0000000000000D+00
-0.3116420865397D-17 0.0000000000000D+00
-0.2953854374267D-17 0.0000000000000D+00
-0.2801155668211D-17 0.0000000000000D+00
-0.2657492873938D-17 0.0000000000000D+00
-0.2522061100842D-17 0.0000000000000D+00
-0.2394613783965D-17 0.0000000000000D+00
-0.2275356125765D-17 0.0000000000000D+00
-0.2164042724266D-17 0.0000000000000D+00
 0.1163670523196D-08 0.1152800926266D-08
 0.1900870710543D-09 0.2526702455855D-09
 0.7985094794732D-10 0.1368001106186D-09
 0.4673001446549D-10 0.9776213719995D-10
 0.3243212471004D-10 0.7780674282671D-10
 0.2527129913622D-10 0.6539216030271D-10
 0.2142448507822D-10 0.5673393740207D-10
 0.1930613831077D-10 0.5025984196739D-10
 0.1815814185105D-10 0.4521301734516D-10
 0.1758185187452D-10 0.4118200243332D-10
 0.1735289009945D-10 0.3791592051256D-10
 0.1733838029463D-10 0.3524590284074D-10
 0.1745650807450D-10 0.3304975676735D-10
 0.1765538090260D-10 0.3123492208459D-10
 0.1790129878790D-10 0.2972937951905D-10
 0.1817202282457D-10 0.2847620229636D-10
 0.1845269443729D-10 0.2742992229515D-10
 0.1873335446471D-10 0.2655399976026D-10
 0.1900733543516D-10 0.2581888843458D-10
 0.1927022165615D-10 0.2520058182542D-10
 0.1951919037280D-10 0.2467950111942D-10
 0.1975252808233D-10 0.2423959495125D-10
 0.1996932948997D-10 0.2386765540820D-10
 0.2016925621910D-10 0.2355277545103D-10
 0.2035240924925D-10 0.2328591260759D-10
 0.2051918457722D-10 0.2305954519999D-10
 0.2067021838585D-10 0.2286738516347D-10
 0.2080628621403D-10 0.2270418175167D-10
 0.2092828998985D-10 0.2256551835493D-10
 0.2103718844387D-10 0.2244768311315D-10
 0.2113398283676D-10 0.2234753250585D-10
 0.2121967832044D-10 0.2226242452994D-10
 0.2129527024758D-10 0.2219010683807D-10
 0.2136172245771D-10 0.2212868147489D-10
 0.2141995233037D-10 0.2207652509898D-10
 0.2147083530689D-10 0.2203226919439D-10
 0.2151517898699D-10 0.2199473439611D-10
 0.2155373545387D-10 0.2196292442979D-10
 0.2158718501296D-10 0.2193599283237D-10
 0.2161615158674D-10 0.2191320501584D-10
 0.2164119080909D-10 0.2189395238006D-10
 0.2166280834544D-10 0.2187769885096D-10
 0.2168144408523D-10 0.2186399671769D-10
 0.2169749638169D-10 0.2185246142039D-10
 0.2171130985358D-10 0.2184276389303D-10
 0.2172318635519D-10 0.2183462577182D-10
 0.2173339950246D-10 0.2182780609435D-10
 0.2174217128040D-10 0.2182210649740D-10
 0.2174970870331D-10 0.2181735270326D-10
 0.2175618408738D-10 0.2181339370938D-10
 0.2176174792865D-10 0.2181011295326D-10
 0.2176653023309D-10 0.2180739522435D-10
 0.2177064228963D-10 0.2180515738973D-10
 0.2177418319694D-10 0.2180331500984D-10
 0.2177723241135D-10 0.2180180986518D-10
 0.2177985473392D-10 0.2180059286362D-10
 0.2178211803444D-10 0.2179961003965D-10
 0.2178407720308D-10 0.2179881902880D-10
 0.2178577180501D-10 0.2179819116398D-10
 0.2178723967326D-10 0.2179769916890D-10
 0.2178851217139D-10 0.2179732035068D-10
 0.2178961767980D-10 0.2179703413063D-10
 0.2179058181989D-10 0.2179682224358D-10
 0.2179142305142D-10 0.2179667243503D-10
 0.2179215858193D-10 0.2179657349282D-10
 0.2179280334958D-10 0.2179651591035D-10
 0.2179337001563D-10 0.2179649189214D-10
 0.2179387059738D-10 0.2179649405722D-10
 0.2179431370734D-10 0.2179651714888D-10
 0.2179470664080D-10 0.2179655673240D-10
 0.2179505599010D-10 0.2179660884944D-10
 0.2179536681563D-10 0.2179667058012D-10
 0.2179564395990D-10 0.2179673918322D-10
 0.2179589199935D-10 0.2179681264081D-10
 0.2179611528357D-10 0.2179688955163D-10
 0.2179631782768D-10 0.2179696850917D-10
 0.2179650195682D-10 0.2179704797789D-10
 0.2179666945052D-10 0.2179712638787D-10
 0.2179682191192D-10 0.2179720289232D-10
 0.2179696061977D-10 0.2179727797660D-10
 0.2179708683701D-10 0.2179735220620D-10
 0.2179720208763D-10 0.2179742528246D-10
 0.2179730808455D-10 0.2179749628133D-10
 0.2179740633379D-10 0.2179756445735D-10
 0.2179749743797D-10 0.2179762988896D-10
 0.2179758176252D-10 0.2179769287149D-10
 0.2179765993658D-10 0.2179775349512D-10
 0.2179773299992D-10 0.2179781153056D-10
 0.2179780194719D-10 0.2179786677386D-10
 0.2179786689732D-10 0.2179791959634D-10
 0.2179792743247D-10 0.2179797072191D-10
 0.2179798332429D-10 0.2179802050935D-10
 0.2179803504464D-10 0.2179806800315D-10
 0.2179808322180D-10 0.2179811198365D-10
 0.2179812853108D-10 0.2179815233247D-10
 0.2179817170978D-10 0.2179819038459D-10
 0.2179821339405D-10 0.2179822745664D-10
 0.2179825329685D-10 0.2179826383318D-10
 0.2179829065363D-10 0.2179829926459D-10
 0.2179832507192D-10 0.2179833346027D-10
 0.2179835726957D-10 0.2179836602189D-10
 0.2179838815221D-10 0.2179839654612D-10
 0.2179841816716D-10 0.2179842505053D-10
 0.2179844724802D-10 0.2179845202443D-10
 0.2179847526094D-10 0.2179847791637D-10
 0.2179850178429D-10 0.2179850270492D-10
 0.2179852627222D-10 0.2179852616460D-10
 0.2179854854755D-10 0.2179854823036D-10
 0.2179856934339D-10 0.2179856923484D-10
 0.2179858950786D-10 0.2179858956338D-10
 0.2179860940668D-10 0.2179860944160D-10
 0.2179862894610D-10 0.2179862894305D-10
 0.2179864797968D-10 0.2179864805431D-10
 0.2179866615834D-10 0.2179866628607D-10
 0.2179868306081D-10 0.2179868297922D-10
 0.2179869851010D-10 0.2179869802491D-10
 0.2179871283516D-10 0.2179871245380D-10
 0.2179872642360D-10 0.2179872736025D-10
 0.2179873959809D-10 0.2179874258632D-10
 0.2179875262871D-10 0.2179875696074D-10
 0.2179876574011D-10 0.2179876955649D-10
 0.8225984882010D-09 0.1818100720884D-09 0.9906610026899D-09 0.6651267411141D-09
 0.5431473153574D-09 0.1356559882386D-09 0.6941378155093D-09 0.4599055171318D-09
 0.3547823938809D-09 0.1011376405854D-09 0.4870850714320D-09 0.3195706977318D-09
 0.2284174194735D-09 0.7540504142882D-10 0.3425090951473D-09 0.2233087974314D-09
 0.1441556590407D-09 0.5626126635557D-10 0.2415593694050D-09 0.1570378934266D-09
 0.8840299855672D-10 0.4203490988707D-10 0.1710723428333D-09 0.1112203760129D-09
 0.5188517650481D-10 0.3146620126872D-10 0.1218559728599D-09 0.7938822311186D-10
 0.2828648303169D-10 0.2361199820001D-10 0.8749165241887D-10 0.5714835423414D-10
 0.1331552588002D-10 0.1776962468804D-10 0.6349750304651D-10 0.4151150855718D-10
 0.4064407428285D-11 0.1341736332263D-10 0.4674405564388D-10 0.3043919381124D-10
-0.1430568586926D-11 0.1016876967256D-10 0.3504619957914D-10 0.2253766542171D-10
-0.4489815099484D-11 0.7738032986459D-11 0.2687823424233D-10 0.1685107093245D-10
-0.5996405761555D-11 0.5913948815744D-11 0.2117489035993D-10 0.1272150382721D-10
-0.6536864987664D-11 0.4540491268227D-11 0.1719238731104D-10 0.9694224883055D-11
-0.6497287248655D-11 0.3502380724809D-11 0.1441141469316D-10 0.7453392122775D-11
-0.6128851065268D-11 0.2714398745348D-11 0.1246938955472D-10 0.5778412677358D-11
-0.5592382485485D-11 0.2113495255970D-11 0.1111315625729D-10 0.4514245834200D-11
-0.4988592205422D-11 0.1652966599189D-11 0.1016596066751D-10 0.3551154231991D-11
-0.4378528632803D-11 0.1298164475378D-11 0.9504391345407D-11 0.2810861660779D-11
-0.3797359507833D-11 0.1023078233067D-11 0.9035812630922D-11 0.2237061619993D-11
-0.3263613242275D-11 0.8076987133826D-12 0.8672271866557D-11 0.1788885844449D-11
-0.2785337683865D-11 0.6388459399135D-12 0.8394176569241D-11 0.1436390945220D-11
-0.2364172150724D-11 0.5063210986184D-12 0.8192080338642D-11 0.1157424537587D-11
-0.1998012035541D-11 0.4020654873168D-12 0.8057023068960D-11 0.9354371807144D-12
-0.1682728501531D-11 0.3197795157266D-12 0.7980664195983D-11 0.7579451012757D-12
-0.1413257479963D-11 0.2545778052009D-12 0.7955343578371D-11 0.6154425634630D-12
-0.1184270827613D-11 0.2026992296783D-12 0.7974637735087D-11 0.5006264080002D-12
-0.9905733414874D-12 0.1612632275914D-12 0.8034169633151D-11 0.4078385108139D-12
-0.8273222162750D-12 0.1280330089192D-12 0.8127615019126D-11 0.3326613182400D-12
-0.6901335070194D-12 0.1012892125305D-12 0.8247652147450D-11 0.2716216622827D-12
-0.5751184506634D-12 0.7972183910386D-13 0.8387376186198D-11 0.2219717602361D-12
-0.4788778321344D-12 0.6233482329336D-13 0.8540837415467D-11 0.1815256948757D-12
-0.3984727108203D-12 0.4837185302271D-13 0.8703162126888D-11 0.1485361323170D-12
-0.3313832166870D-12 0.3726326479798D-13 0.8870488071922D-11 0.1216004975515D-12
-0.2754627323135D-12 0.2859047005901D-13 0.9039829437515D-11 0.9958892517785D-13
-0.2288918810727D-12 0.2206048026493D-13 0.9208926431891D-11 0.8158846445421D-13
-0.1901348539298D-12 0.1747178787500D-13 0.9376104087169D-11 0.6685953565002D-13
-0.1578993953821D-12 0.1463601500943D-13 0.9540149654167D-11 0.5480170789848D-13
-0.1311010072475D-12 0.1325341023128D-13 0.9700210620481D-11 0.4492663342735D-13
-0.1088314645754D-12 0.1287109720506D-13 0.9855712084239D-11 0.3683652243106D-13
-0.9033146793788D-13 0.1301892899248D-13 0.1000629095312D-10 0.3020694108870D-13
-0.7496711164183D-13 0.1335472108714D-13 0.1015174416301D-10 0.2477300662626D-13
-0.6220978188672D-13 0.1368533456744D-13 0.1029198828142D-10 0.2031826860276D-13
-0.5161908205637D-13 0.1392089070913D-13 0.1042702820362D-10 0.1666572621102D-13
-0.4282839416677D-13 0.1402936977555D-13 0.1055693302971D-10 0.1367055237560D-13
-0.3553271305715D-13 0.1400800097915D-13 0.1068181756914D-10 0.1121418744052D-13
-0.2947842498437D-13 0.1386764269251D-13 0.1080182823066D-10 0.9199535842907D-14
-0.2445473977049D-13 0.1362467852037D-13 0.1091713231542D-10 0.7547053807803D-14
-0.2028652252708D-13 0.1329691464782D-13 0.1102790994287D-10 0.6191558713228D-14
-0.1682830553906D-13 0.1290156567798D-13 0.1113434800737D-10 0.5079624248124D-14
-0.1395929228960D-13 0.1245433078802D-13 0.1123663569777D-10 0.4167451945654D-14
-0.1157919353183D-13 0.1196903997370D-13 0.1133496121644D-10 0.3419130708646D-14
-0.9604759768683D-14 0.1145759585734D-13 0.1142950941669D-10 0.2805212747179D-14
-0.7966895676029D-14 0.1093006406018D-13 0.1152046014071D-10 0.2301547828820D-14
-0.6608260179247D-14 0.1039483259169D-13 0.1160798709014D-10 0.1888328596400D-14
-0.5481271389337D-14 0.9858797099330D-14 0.1169225709942D-10 0.1549308475207D-14
-0.4546448747260D-14 0.9327548857496D-14 0.1177342971186D-10 0.1271160791319D-14
-0.3771035825398D-14 0.8805553507983D-14 0.1185165698145D-10 0.1042953485104D-14
-0.3127856578933D-14 0.8296314871601D-14 0.1192708344128D-10 0.8557184895856D-15
-0.2594365684422D-14 0.7802521626621D-14 0.1199984619292D-10 0.7020986592672D-15
-0.2151860174093D-14 0.7326176628684D-14 0.1207007508223D-10 0.5760582468395D-15
-0.1784825069447D-14 0.6868709668396D-14 0.1213789293496D-10 0.4726454653805D-15
-0.1480390306158D-14 0.6431074974916D-14 0.1220341583197D-10 0.3877977492331D-15
-0.1227880069156D-14 0.6013834997477D-14 0.1226675340896D-10 0.3181820238364D-15
-0.1018438845445D-14 0.5617231979562D-14 0.1232800916921D-10 0.2610636832919D-15
-0.8447211568884D-15 0.5241248870003D-14 0.1238728080092D-10 0.2141991110614D-15
-0.7006341440192D-15 0.4885660909373D-14 0.1244466049288D-10 0.1757475099650D-15
-0.5811240086771D-15 0.4550079158024D-14 0.1250023524408D-10 0.1441985701508D-15
-0.4819988499293D-15 0.4233987083293D-14 0.1255408716397D-10 0.1183131285147D-15
-0.3997816962813D-15 0.3936771188367D-14 0.1260629376144D-10 0.9707448515339D-16
-0.3315885908468D-15 0.3657746540092D-14 0.1265692822094D-10 0.7964846224002D-16
-0.2750274611514D-15 0.3396177928519D-14 0.1270605966511D-10 0.6535063491822D-16
-0.2281142316734D-15 0.3151297395775D-14 0.1275375340349D-10 0.5361944605287D-16
-0.1892032404258D-15 0.2922318490015D-14 0.1280007116736D-10 0.4399414814971D-16
-0.1569295211878D-15 0.2708447965861D-14 0.1284507133076D-10 0.3609670559286D-16
-0.1301609285736D-15 0.2508895240789D-14 0.1288880911825D-10 0.2961694606864D-16
-0.1079584278247D-15 0.2322879784469D-14 0.1293133679974D-10 0.2430037776394D-16
-0.8954315698008D-16 0.2149637205434D-14 0.1297270387306D-10 0.1993819370947D-16
-0.7426910677375D-16 0.1988423753020D-14 0.1301295723470D-10 0.1635907058561D-16
-0.6160046016966D-16 0.1838519700125D-14 0.1305214133962D-10 0.1342243981928D-16
-0.5109279680248D-16 0.1699232051584D-14 0.1309029835047D-10 0.1101296665386D-16
-0.4237750334185D-16 0.1569896208101D-14 0.1312746827701D-10 0.9036020325054D-17
-0.3514884290965D-16 0.1449876989236D-14 0.1316368910637D-10 0.7413957416379D-17
-0.2915322995210D-16 0.1338569562068D-14 0.1319899692460D-10 0.6083072410894D-17
-0.2418033463365D-16 0.1235399298776D-14 0.1323342603018D-10 0.4991095664087D-17
-0.2005570447844D-16 0.1139821697796D-14 0.1326700903999D-10 0.4095140525078D-17
-0.1663464451175D-16 0.1051322325038D-14 0.1329977698829D-10 0.3360018977930D-17
-0.1379714148253D-16 0.9694153261921D-15 0.1333175941916D-10 0.2756859646381D-17
-0.1144365358951D-16 0.8936436709294D-15 0.1336298447277D-10 0.2261973884666D-17
-0.9491618687947D-17 0.8235770720042D-15 0.1339347896613D-10 0.1855925418850D-17
-0.7872557765366D-17 0.7588124857891D-15 0.1342326846840D-10 0.1522766998006D-17
-0.6529672889213D-17 0.6989712617544D-15 0.1345237737150D-10 0.1249414075938D-17
-0.5415854547286D-17 0.6436991978334D-15 0.1348082895592D-10 0.1025130923854D-17
-0.4492028954046D-17 0.5926662702826D-15 0.1350864545252D-10 0.8411089926359D-18
-0.3725787779682D-17 0.5455602799531D-15 0.1353584810025D-10 0.6901209621759D-18
-0.3090250320290D-17 0.5020961952599D-15 0.1356245720023D-10 0.5662368940345D-18
-0.2563121676823D-17 0.4620010245139D-15 0.1358849216646D-10 0.4645913373276D-18
-0.2125909520462D-17 0.4250267082734D-15 0.1361397157329D-10 0.3811922419240D-18
-0.1763276182488D-17 0.3909381562125D-15 0.1363891320001D-10 0.3127641731938D-18
-0.1462500040810D-17 0.3595205118981D-15 0.1366333407262D-10 0.2566196721171D-18
-0.1213029623431D-17 0.3305720953464D-15 0.1368725050309D-10 0.2105537072372D-18
-0.1006113424271D-17 0.3039029449329D-15 0.1371067812622D-10 0.1727570740010D-18
-0.8344927137224D-18 0.2793370423460D-15 0.1373363193426D-10 0.1417453390760D-18
-0.6921466261852D-18 0.2567190145341D-15 0.1375612630947D-10 0.1163005409176D-18
-0.5740817086654D-18 0.2358950131954D-15 0.1377817505474D-10 0.9542335504007D-19
-0.4761560219573D-18 0.2167296880242D-15 0.1379979142243D-10 0.7829384653029D-19
-0.3949343983122D-18 0.1990898608334D-15 0.1382098814150D-10 0.6423926728459D-19
-0.3275673224804D-18 0.1828628613718D-15 0.1384177744306D-10 0.5270763452388D-19
-0.2716915943513D-18 0.1679355904650D-15 0.1386217108448D-10 0.4324605282849D-19
-0.2253469283672D-18 0.1542114949859D-15 0.1388218037208D-10 0.3548292570382D-19
-0.1869076878612D-18 0.1415894592694D-15 0.1390181618262D-10 0.2911336271409D-19
-0.1550254815900D-18 0.1299770457848D-15 0.1392108898347D-10 0.2388720404962D-19
-0.1285814746635D-18 0.1193136915704D-15 0.1394000885175D-10 0.1959919646546D-19
-0.1066484351289D-18 0.1095004413621D-15 0.1395858549239D-10 0.1608093199375D-19
-0.8845656460647D-19 0.1004904457285D-15 0.1397682825516D-10 0.1319423346786D-19
-0.7336797383824D-19 0.9220062557618D-16 0.1399474615082D-10 0.1082572803915D-19
-0.6085283662792D-19 0.8461104888709D-16 0.1401234786641D-10 0.8882394535223D-20
-0.5047335253607D-19 0.7756410568545D-16 0.1402964177969D-10 0.7287910213156D-20
-0.4186365714947D-19 0.7115843655050D-16 0.1404663597280D-10 0.5979652709535D-20
-0.3472259872740D-19 0.6527494859380D-16 0.1406333824528D-10 0.4906241359111D-20
-0.2879965717799D-19 0.5987181226737D-16 0.1407975612631D-10 0.4025518687116D-20
 0.3566514894492D-09 0.3557702809532D-09 0.1086292509047D-05
 0.2459842180843D-09 0.2451030095883D-09 0.2827174138443D-06
 0.1706693906529D-09 0.1697881821569D-09 0.7364854448913D-07
 0.1192149692963D-09 0.1183337608003D-09 0.1925438469697D-07
 0.8390252677292D-10 0.8302131827692D-10 0.5102470886840D-08
 0.5954101879137D-10 0.5865981029537D-10 0.1420519271913D-08
 0.4263343666094D-10 0.4175222816494D-10 0.4544602127345D-09
 0.3081930867666D-10 0.2993810018067D-10 0.1683076526087D-09
 0.2250154290925D-10 0.2162033441326D-10 0.6798247332653D-10
 0.1659649619823D-10 0.1571528770223D-10 0.2816163191749D-10
 0.1236644552481D-10 0.1148523702881D-10 0.1080534406815D-10
 0.9307186752808D-11 0.8425978256812D-11 0.2674460861885D-11
 0.7072533440285D-11 0.6191324944289D-11-0.1354824693956D-11
 0.5423531183291D-11 0.4542322687295D-11-0.3440675519925D-11
 0.4194239438463D-11 0.3321684353346D-11-0.4556890192266D-11
 0.3268629635555D-11 0.2432157958465D-11-0.5168545525730D-11
 0.2564950669730D-11 0.1789286189237D-11-0.5508532466523D-11
 0.2025117664793D-11 0.1329355438994D-11-0.5698202049153D-11
 0.1607485589313D-11 0.1003798252532D-11-0.5802934734526D-11
 0.1281908341029D-11 0.7752355727294D-12-0.5858955825185D-11
 0.1026344742533D-11 0.6149986859496D-12-0.5886807658349D-11
 0.8245145885942D-12 0.5014782412678D-12-0.5898359853184D-11
 0.6642699148967D-12 0.4188782985184D-12-0.5900570764889D-11
 0.5364553857628D-12 0.3561401893102D-12-0.5897560772172D-11
 0.4341047452310D-12 0.3059398121377D-12-0.5891782325982D-11
 0.3518694212000D-12 0.2637502551038D-12-0.5884694018068D-11
 0.2856084939633D-12 0.2270033388463D-12-0.5877155937720D-11
 0.2320916089958D-12 0.1943895092003D-12-0.5869665158251D-11
 0.1887815576927D-12 0.1653198545616D-12-0.5862497833540D-11
 0.1536735325202D-12 0.1395508300579D-12-0.5855795853471D-11
 0.1251750693725D-12 0.1169518786810D-12-0.5849620118357D-11
 0.1020154833110D-12 0.9738392441410D-13-0.5843983467540D-11
 0.8317689885032D-13 0.8065354417213D-13-0.5838871078323D-11
 0.6784125337846D-13 0.6651143085772D-13-0.5834253083385D-11
 0.5534923625427D-13 0.5467132421576D-13-0.5830092324511D-11
 0.4516823555862D-13 0.4483395025280D-13-0.5826349053669D-11
 0.3686714763465D-13 0.3670769727436D-13-0.5822983715073D-11
 0.3009646213980D-13 0.3002289260655D-13-0.5819958522743D-11
 0.2457243598405D-13 0.2453960115388D-13-0.5817238286292D-11
 0.2006446022116D-13 0.2005028480475D-13-0.5814790772722D-11
 0.1638493700236D-13 0.1637901728251D-13-0.5812586787393D-11
 0.1338114143511D-13 0.1337875015330D-13-0.5810600090584D-11
 0.1092866116527D-13 0.1092772678287D-13-0.5808807223247D-11
 0.8926095614790D-14 0.8925742445602D-14-0.5807187288098D-11
 0.7290764760957D-14 0.7290635637470D-14-0.5805721714461D-11
 0.5955229620938D-14 0.5955183955044D-14-0.5804394023960D-11
 0.4864467154784D-14 0.4864451532556D-14-0.5803189606864D-11
 0.3973573984637D-14 0.3973568815021D-14-0.5802095514278D-11
 0.3245898250898D-14 0.3245896596128D-14-0.5801100268495D-11
 0.2651518644651D-14 0.2651518132284D-14-0.5800193692052D-11
 0.2166005336112D-14 0.2166005182654D-14-0.5799366754971D-11
 0.1769410042973D-14 0.1769409998514D-14-0.5798611439110D-11
 0.1445442523081D-14 0.1445442510622D-14-0.5797920618215D-11
 0.1180798851075D-14 0.1180798847698D-14-0.5797287952204D-11
 0.9646133505571D-15 0.9646133496714D-15-0.5796707794182D-11
 0.7880113164708D-15 0.7880113162461D-15-0.5796175108770D-11
 0.6437439241529D-15 0.6437439240977D-15-0.5795685400435D-11
 0.5258901778513D-15 0.5258901778382D-15-0.5795234650611D-11
 0.4296135582589D-15 0.4296135582559D-15-0.5794819262544D-11
 0.3509633102858D-15 0.3509633102852D-15-0.5794436012899D-11
 0.2867121687716D-15 0.2867121687714D-15-0.5794082009275D-11
 0.2342238314468D-15 0.2342238314468D-15-0.5793754652893D-11
 0.1913447199940D-15 0.1913447199940D-15-0.5793451605796D-11
 0.1563155739198D-15 0.1563155739198D-15-0.5793170761988D-11
 0.1276992405434D-15 0.1276992405434D-15-0.5792910222025D-11
 0.1043216921545D-15 0.1043216921545D-15-0.5792668270614D-11
 0.8522384623569D-16 0.8522384623569D-16-0.5792443356840D-11
 0.6962220930155D-16 0.6962220930155D-16-0.5792234076706D-11
 0.5687672786890D-16 0.5687672786890D-16-0.5792039157682D-11
 0.4646452638672D-16 0.4646452638672D-16-0.5791857445032D-11
 0.3795845390273D-16 0.3795845390273D-16-0.5791687889683D-11
 0.3100955879573D-16 0.3100955879573D-16-0.5791529537468D-11
 0.2533277224984D-16 0.2533277224984D-16-0.5791381519557D-11
 0.2069521290173D-16 0.2069521290173D-16-0.5791243043948D-11
 0.1690663271097D-16 0.1690663271097D-16-0.5791113387890D-11
 0.1381161199975D-16 0.1381161199975D-16-0.5790991891123D-11
 0.1128318340291D-16 0.1128318340291D-16-0.5790877949837D-11
 0.9217623114101D-17 0.9217623114101D-17-0.5790771011282D-11
 0.7530195715239D-17 0.7530195715239D-17-0.5790670568938D-11
 0.6151678006588D-17 0.6151678006588D-17-0.5790576158186D-11
 0.5025519222942D-17 0.5025519222942D-17-0.5790487352429D-11
 0.4105521126302D-17 0.4105521126302D-17-0.5790403759607D-11
 0.3353942801557D-17 0.3353942801557D-17-0.5790325019061D-11
 0.2739952404559D-17 0.2739952404559D-17-0.5790250798716D-11
 0.2238362343635D-17 0.2238362343635D-17-0.5790180792540D-11
 0.1828596008586D-17 0.1828596008586D-17-0.5790114718252D-11
 0.1493843657189D-17 0.1493843657189D-17-0.5790052315250D-11
